ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,Estimated_LenderProfit,AverageLoanAmount
North Shore Bank of Commerce,36809,67,25635761.61,940432.29,382623.3076119403
"North Shore Bank, a Co-operative Bank",89255,228,88387626.67999999,3295375.54,387665.02929824556
North Shore Trust and Savings,77502,2,300518.0,15025.9,150259.0
North Side Federal Savings & Loan Association of Chicago,81878,13,2968139.2199999997,140050.28,228318.4015384615
North Star Bank,38852,52,20369920.92,760525.08,391729.2484615385
North Star Community CU,102478,8,5217806.0,166619.98,652225.75
North State Bank,124643,269,111877814.0,3760130.94,415902.65427509294
North Valley Bank,15720,34,10503943.21,441266.35,308939.5061764706
North Valley Bank,57448,92,43765719.97,1422233.49,475714.3475
NorthSide Community Bank,121445,40,16617064.87,599376.71,415426.62175
NorthStar Bank,121473,2,939575.0,31975.25,469787.5
"Northbrook Bank & Trust Company, National Association",203722,296,181105169.42,5296250.17,611841.7885810811
Northeast Bank,29599,3,681717.0,34085.85,227239.0
Northeast Bank,38406,205,130587137.29,3746392.97,637010.4258048781
Northeast CU,100690,6,1157400.0,57870.0,192900.0
"Northeast Entrepreneur Fund, Inc.",471718,9,3798814.0,134099.92,422090.44444444444
Northeast Georgia Bank,19524,47,26241575.13,836614.6,558331.3857446809
Northeast Missouri State Bank,41040,1,189646.65,9482.33,189646.65
Northeast Security Bank,25019,18,11980383.79,315563.73,665576.8772222222
Northern Bank and Trust Company,33494,360,195113941.0,6157535.91,541983.1694444445
Northern CU,101727,68,32736036.82,1083313.19,481412.3061764706
Northern Hills FCU,105051,1,472467.0,14174.01,472467.0
"Northern Interstate Bank, National Association",36183,6,4680872.0,97428.48,780145.3333333334
Northern Maine Development Commission And Eastern Maine Development Corporation,188458,1,454467.5,13634.02,454467.5
Northern Skies FCU,90785,5,1017324.0,50866.2,203464.8
Northern State Bank,75589,26,10421830.8,322243.72,400839.6461538462
Northern State Bank of Thief River Falls,38937,20,6414944.4,263598.36,320747.22000000003
Northern State Bank of Virginia,38972,15,5835237.0,218756.21,389015.8
Northfield Bank,89027,329,155475799.7,5159439.64,472570.81975683884
Northfield Savings Bank,73004,209,91324007.75,3180669.4,436956.97488038277
Northland Area FCU,99552,5,1088676.75,54433.84,217735.35
Northrim Bank,116975,842,422400578.12,13472847.27,501663.39444180526
Northstar Bank,222717,128,58949667.02,2040053.7,460544.27359375
Northview Bank,38085,28,9827832.95,375084.75,350994.0339285714
Northway Bank,42825,133,68087000.0,2086510.0,511932.33082706766
Northwest Bank,78723,1120,478183258.81,16317419.99,426949.33822321426
Northwest Bank,82664,361,197908621.0,5775641.99,548223.326869806
Northwest Bank,455234,314,207497119.72,5670939.86,660818.8526114649
Northwest Bank & Trust Company,24824,70,32612711.23,999408.54,465895.8747142857
Northwest Bank of Rockford,22504,96,45030737.92,1405984.59,469070.1866666667
Northwest Community Bank,16533,109,41956464.35,1558539.69,384921.69128440367
Northwest Community CU,95861,2,1023580.0,30707.4,511790.0
Northwest Community CU,103851,18,7246937.42,208595.9,402607.63444444444
Northwest FCU,94031,210,103833967.11,3393865.42,494447.4624285714
Northwest Florida ACA,528999,3,777103.63,38855.19,259034.54333333333
Northwestern Bank,25341,11,3546156.69,149128.61,322377.8809090909
"Northwestern Bank, National Association",38956,16,5387837.0,211509.85,336739.8125
Northwoods Bank of Minnesota,36785,12,3666754.0,148381.7,305562.8333333333
Norway Savings Bank,29763,265,104821958.9,3683094.81,395554.5618867925
NoteWorthy FCU,103040,3,850514.4199999999,32484.85,283504.80666666664
Notre Dame FCU,96797,353,187642268.85,5441435.4,531564.5009915014
NuMark CU,95469,3,531792.0,26589.6,177264.0
NuVision FCU,91852,60,19293888.76,759513.0,321564.8126666667
Numerica CU,107707,176,78295032.8,2627779.1,444858.1409090909
Nusenda FCU,101094,117,52085483.0,1759857.81,445175.0683760684
Nutmeg State Financial Credit Union,93608,48,26581821.5,853928.76,553787.9479166666
Nymeo FCU,94026,2,450700.0,22535.0,225350.0
O'Bannon Banking Company,40179,2,326200.0,16310.0,163100.0
OMB Bank,40110,37,21299158.0,522376.46,575652.9189189189
ONB Bank,120125,38,13996613.42,544545.92,368331.9321052632
OSB Community Bank,78158,10,3468722.75,128957.74,346872.275
OUCU Financial CU Inc,103144,9,2910649.43,112072.29000000001,323405.49222222227
Oak Bank,124767,136,64448296.0,2196802.24,473884.5294117647
Oak Valley Community Bank,117238,531,257499999.84,8135498.86,484934.08632768365
Oak View National Bank,465419,57,18157750.95,757592.01,318557.0342105263
OakStar Bank,436696,212,102160084.09,3238250.49,481887.1891037736
Oakwood Bank,71538,51,33379765.68,991314.9,654505.2094117648
Oakwood Bank,76661,4,1437463.24,48200.1,359365.81
Oakworth Capital Bank,455251,212,114731382.76,3425973.37,541185.7677358491
Ocean Bank,17414,443,187014170.71,6585781.75,422153.884221219
Ocean Financial FCU,101733,8,3075130.0,119191.6,384391.25
"OceanFirst Bank, National Association",79203,403,207938597.76,6762058.12,515976.6693796526
Oconee Federal Savings & Loan Association,86153,10,4992381.75,171849.39,499238.175
Oconee State Bank,19810,112,41033044.0,1502889.81,366366.46428571426
Odin State Bank,38718,1,202934.0,10146.7,202934.0
Ohio State Bank,525599,11,3348465.0,139266.65,304405.9090909091
Ohnward Bank & Trust,24584,41,26210171.76,766366.49,639272.4819512195
Oklahoma Bank and Trust Company,58865,16,5622169.0,216722.87,351385.5625
Oklahoma Capital Bank,59460,17,5660630.27,215503.73,332978.25117647054
Oklahoma Central CU,103475,5,1097907.5,54895.36,219581.5
Oklahoma Heritage Bank,59265,3,1038825.5700000001,41967.43,346275.19
Oklahoma State Bank,58811,3,868447.3200000001,32998.57,289482.44
Oklahoma State Bank,124259,33,15192403.31,553124.54,460375.8578787879
Oklahoma's CU,103534,3,490693.48,24534.67,163564.49333333332
Old Dominion National Bank,448691,382,274068277.53,7306447.24,717456.2239005235
Old Glory Bank,58929,1,733000.0,21990.0,733000.0
Old Mission Bank,124185,13,6441700.0,190069.0,495515.3846153846
Old National Bank,21641,5191,3050972583.59,90313837.71,587742.7439009825
"Old Plank Trail Community Bank, National Association",438799,241,143575407.57,4259416.59,595748.5791286307
Old Second National Bank,20282,765,408309970.8,12943256.65,533738.5239215686
Old West FCU,103692,8,3515842.5,128678.23,439480.3125
Olean Area FCU,108992,25,9948946.74,358357.46,397957.86960000003
Olympia Federal Savings & Loan Association,79726,8,1983892.0,86578.6,247986.5
Omega FCU,103962,2,425283.6,21264.18,212641.8
Omni Community CU,98773,6,1606457.0,72322.85,267742.8333333333
OnPoint Community CU,103770,158,45294114.12,1933928.22,286671.60835443035
One American Bank,66482,7,3835100.0,118245.0,547871.4285714285
One Bank of Tennessee,68685,94,39462159.87,1395812.79,419810.2113829787
One Community Bank,76640,208,100241316.17,3292581.07,481929.40466346155
One Florida Bank,460226,190,110170990.0,3226629.78,579847.3157894737
One World Bank,434037,89,43327209.32,1445162.77,486822.57662921346
OneLocal Bank,89266,46,17246099.89,654297.47,374915.215
OneSouth Bank,19140,18,6948547.54,259840.23,386030.4188888889
OneUnited Bank,32664,1,233165.0,11658.25,233165.0
Oostburg State Bank,76638,41,15278382.23,546345.89,372643.4690243903
Open Bank,434588,235,71539729.33,2987216.17,304424.3801276596
Opportunities CU,116727,6,1524478.0,68491.14,254079.66666666666
Opportunity Bank of Montana,86348,81,39725313.34,1132524.36,490435.9671604939
Opportunity Fund Community Development,529191,11,2133353.18,106667.65,193941.1981818182
Opportunity Resource Fund,494685,12,5970564.0,207785.9,497547.0
OptimumBank,203277,42,22302376.32,721174.42,531008.96
Optus Bank,124106,110,53415900.0,1881415.0,485599.0909090909
Orange Bank & Trust Company,47419,249,128377434.08,4103780.96,515572.0244176707
Oregon Coast Bank,263238,66,23542424.39,894359.07,356703.39984848484
Oregon Pacific Banking Company dba Oregon Pacific Bank,59582,297,136809889.73,4553391.93,460639.3593602693
Oregon State CU,103748,40,14609170.37,555133.78,365229.25925
Oregonians CU,103741,4,1649230.0,61138.020000000004,412307.5
Organized Labor CU,109166,1,163135.9,8156.8,163135.9
Oriental Bank,119281,560,252890545.0,8301012.83,451590.2589285714
Origin Bank,28153,1145,719196399.73,20618210.2,628119.1264017468
Orrstown Bank,61196,807,536856606.79,14832223.91,665249.8225402726
Osgood Bank,58018,88,38842700.0,1328219.0,441394.3181818182
Oswego County FCU,111058,1,239236.78,11961.84,239236.78
Our Community Bank,78114,2,329449.57,16472.48,164724.785
Outdoor Bank,26123,24,14263641.24,365939.27,594318.385
Owen County State Bank,24318,17,7040257.0,250819.71,414132.76470588235
Oxford Bank,36206,464,271181492.97,8002567.26,584442.8727801725
Oxford University Bank,203770,18,4339300.0,200003.0,241072.22222222222
Ozark Bank,41196,12,3722920.67,146716.03,310243.38916666666
Ozona Bank,71558,50,15164562.61,604517.3,303291.2522
PACE Finance Corporation,494798,5,896892.0,44844.6,179378.4
PATELCO CU,92779,2,526319.0,26315.95,263159.5
PCB Bank,338036,392,159042700.0,5754323.0,405721.17346938775
PCR Small Business Development,317458,11,2198788.0,109939.4,199889.81818181818
PCSB Bank,24771,5,1216737.0,60836.85,243347.4
PCSB Bank,46100,60,48051725.82,1230717.44,800862.097
PFCU,99293,10,2635816.64,107030.39,263581.664
"PNC Bank, National Association",44449,25460,16499981848.11,453774717.33,648074.6994544384
POINTWEST BANK,72143,3,1230079.17,40908.770000000004,410026.38999999996
PS Bank,65437,49,16938338.16,637237.81,345680.3706122449
Pacific Alliance Bank,445008,1,202898.0,10144.9,202898.0
Pacific Crest Federal Credit Union,103862,8,2525264.0100000002,110096.6,315658.00125000003
Pacific NW FCU,103832,6,2305115.0,83896.95,384185.8333333333
Pacific National Bank,17297,40,14639380.0,539219.36,365984.5
Pacific Valley Bank,389389,208,111419801.83,3526104.71,535672.1241826923
Pacific West Bank,426410,198,103912480.67,3440772.89,524810.5084343435
Pacific Western Bank,14795,2305,1472055027.4,41802130.36,638635.5867245119
Palmetto Citizens FCU,104889,2,1045514.5,31365.43,522757.25
Palmetto State Bank,66132,86,29519014.0,1070667.78,343244.3488372093
Palo Savings Bank,25368,2,629000.0,31450.0,314500.0
Pan American Bank & Trust,119783,13,8930057.72,286447.43,686927.5169230769
Paradise Bank,434144,114,43625666.0,1591199.38,382681.2807017544
Paragon Bank,433171,252,98622800.0,3678832.0,391360.31746031746
Park Bank,75991,6,1125935.0,56296.75,187655.83333333334
Park City CU,108066,3,654235.0,32711.75,218078.33333333334
Park State Bank,36814,241,155048512.32,4433834.16,643354.8229045643
Park State Bank & Trust,15776,4,730218.44,36510.92,182554.61
Park View FCU,107326,24,10041300.0,302543.0,418387.5
Parke Bank,123439,159,95135558.44,2615552.17,598336.8455345912
Parkside Financial Bank & Trust,455559,149,96547708.94,2835951.01,647971.2009395973
Parkway Bank and Trust Company,21490,96,51431442.42,1746460.54,535744.191875
Partner Colorado CU,93280,4,1223355.0,43729.05,305838.75
Partner Community Capital,507247,4,896235.0,44811.75,224058.75
Partners 1st FCU,96625,4,711300.0,35565.0,177825.0
Partners Bank,4387,19,6724734.79,237815.23,353933.41
Partners Bank of California,451987,241,159402634.5,4608614.36,661421.7199170125
Partners Bank of New England,29885,49,12831692.99,622827.91,261871.2855102041
Partners Bank of Wisconsin,76785,18,5940410.55,221217.77,330022.80833333335
Passumpsic Savings Bank,73045,79,43220286.74,1275229.48,547092.2372151898
Pathfinder Bank,292450,159,75135205.16,2523590.97,472548.46012578614
Pathfinder FCU,108529,1,211759.0,10587.95,211759.0
Pathward National Association,87878,340,275952103.26,7432127.57,811623.833117647
Pathway Bank,42100,10,4610417.18,162508.47,461041.718
Pathways Financial CU,108981,79,38036225.55,1187387.97,481471.20949367085
Patriot Bank,323390,43,23617067.0,803045.41,549234.1162790698
"Patriot Bank, National Association",119079,3,758027.0,37901.35,252675.66666666666
Patriot FCU,104291,5,1388930.32,60022.65,277786.064
Patriots Bank,25905,2,746315.02,22389.46,373157.51
Patterson State Bank,29210,38,27026323.98,717634.99,711219.0521052632
Pavillion Bank,69655,9,2859086.34,106917.2,317676.26
Peach State Bank and Trust,434107,88,31713354.18,1178990.58,360379.0247727273
Peach State Federal Credit Union,95024,4,1631856.12,58705.68,407964.03
Peapack-Gladstone Bank,43251,57,210951800.0,2131918.0,3700908.7719298247
Pearland State Bank,71579,27,11084534.0,417146.1,410538.2962962963
Pen Air Credit Union,94613,11,3276104.4,131363.22,297827.67272727273
"Pendleton Community Bank, Inc.",75118,59,30105280.14,943779.92,510258.9854237288
Peninsula Community FCU,107591,10,2266036.0,98681.26,226603.6
Penn Community Bank,87093,192,85565194.49,2837452.85,445652.05463541666
Penn State FCU,104651,2,419918.84,20995.940000000002,209959.42
Pennian Bank,61063,29,8988138.83,373703.97,309935.82172413793
Pentagon FCU,107306,1,272515.5,13625.78,272515.5
Pentucket Bank,32855,151,66877368.37,2239538.26,442896.4792715232
People Driven CU,98830,6,1154427.27,57721.37,192404.545
People Trust,532784,16,18262156.0,406869.64,1141384.75
People's Bank and Trust Company of Pickett County,66846,9,1897013.08,94850.65,210779.23111111112
People's Bank of Commerce,122606,261,110346537.61,3931527.2,422783.6690038314
People's Bank of Seneca,119853,35,12119015.9,488680.58,346257.59714285715
PeopleFirst Bank,445291,17,5240672.0600000005,213438.22,308274.82705882355
PeopleFund,509578,25,5546421.0,277321.05,221856.84
Peoples Bank,19567,22,10039961.1,366949.85,456361.86818181816
Peoples Bank,25049,30,12391300.0,437653.0,413043.3333333333
Peoples Bank,25196,45,23011717.0,703509.05,511371.4888888889
Peoples Bank,25770,1,215017.5,10750.88,215017.5
Peoples Bank,27035,52,27997467.97,962038.55,538412.8455769231
Peoples Bank,28151,3,745335.35,37266.770000000004,248445.11666666667
Peoples Bank,39596,181,88582548.5,2780446.05,489406.3453038674
Peoples Bank,40412,8,7527834.79,195317.81,940979.34875
Peoples Bank,50396,190,74406037.33,2645433.61,391610.72278947366
Peoples Bank,57732,1210,603347797.75,18981155.5,498634.5435950413
Peoples Bank,66877,11,5335375.26,189663.71,485034.1145454545
Peoples Bank,70847,90,37356667.89,1321725.86,415074.08766666666
Peoples Bank,74316,554,248370746.33,8545228.95,448322.64680505416
Peoples Bank,81983,230,98306803.5,3423950.04,427420.8847826087
Peoples Bank,194185,16,5791024.41,213416.07,361939.025625
Peoples Bank & Trust,19159,33,11811427.69,432362.26,357922.0512121212
Peoples Bank & Trust,22272,80,45370835.0,1470655.75,567135.4375
Peoples Bank & Trust Co.,40626,34,11739122.91,461454.11,345268.32088235294
Peoples Bank & Trust Company,67200,6,3214687.0,105714.85,535781.1666666666
Peoples Bank and Trust Company,26165,97,56216375.47,1639619.22,579550.2625773195
Peoples Bank and Trust Company,59268,90,31512691.0,1205180.03,350141.0111111111
Peoples Bank of Alabama,2037,189,83826736.87,2793466.77,443527.70830687834
Peoples Bank of East Tennessee,122191,22,6408054.3,262033.12,291275.19545454544
Peoples Bank of Graceville,17120,2,2191470.2,71646.11,1095735.1
Peoples Bank of Greensboro,2012,2,427318.32,21365.92,213659.16
Peoples Bank of Kankakee County,21603,42,18375052.0,682523.36,437501.2380952381
"Peoples Bank of Kentucky, Inc.",26996,10,6876664.9,157083.05,687666.49
Peoples Bank of Moniteau County,40657,1,490800.0,14724.0,490800.0
Peoples Bank of the South,67138,18,9548331.59,280384.33999999997,530462.8661111111
Peoples CU,104803,10,5155052.75,165072.94,515505.275
Peoples Community Bank,40605,36,12020224.39,455944.22000000003,333895.1219444445
Peoples Exchange Bank,50,3,802176.0700000001,40108.81,267392.0233333334
Peoples Exchange Bank,26796,31,9007321.3,374056.76,290558.75161290326
Peoples Independent Bank,112423,46,18259338.05,675822.48,396942.1315217391
Peoples National Bank of Kewanee,21609,18,6059933.99,231508.8,336662.99944444443
"Peoples National Bank, National Association",21941,262,131885769.69,4175077.84,503380.80034351145
Peoples Savings Bank,25575,2,572766.0,20564.3,286383.0
Peoples Savings Bank,123228,34,19384887.64,527431.42,570143.7541176471
Peoples Savings Bank of Rhineland,41250,53,21799540.67,780465.85,411312.0881132076
Peoples Security Bank and Trust Company,60312,445,259299055.12,7606822.84,582694.5058876404
Peoples State Bank,52725,7,2453182.65,97124.02,350454.6642857143
Peoples State Bank,52986,5,3076806.0,95525.88,615361.2
Peoples State Bank,57935,12,4098201.05,159840.57,341516.75416666665
Peoples State Bank,71889,2,417677.0,20883.85,208838.5
Peoples State Bank,76688,53,26233901.3,786257.02,494979.26981132076
Peoples State Bank,76899,225,123204350.38,3850124.0,547574.8905777778
Peoples State Bank of Colfax,21144,3,878780.0,35138.6,292926.6666666667
Peoples State Bank of Hallettsville,70085,15,10064096.48,264151.81,670939.7653333334
Peoples State Bank of Munising,36161,14,11129867.92,257199.24,794990.5657142857
Peoples State Bank of Plainview,38759,25,13510327.0,418799.07,540413.08
Peoples State Bank of Velva,52967,11,2379327.09,109522.37,216302.4627272727
Peoples Trust Company of St. Albans,73031,40,14805425.39,545940.43,370135.63475
Peoples Trust and Savings Bank,22962,12,3922894.65,161505.38,326907.8875
