,ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,EstimatedLenderProfit,AverageLoanAmount
626,Calvin B. Taylor Banking Company,30471,106,39072687.339999996,1446642.66,368610.25792452827
1804,First Sound Bank,378847,75,38983900.0,1276229.0,519785.3333333333
827,Citizens Independent Bank,38830,71,38963027.49,1216338.77,548775.0350704226
4238,"Tioga State Bank, National Association",50265,84,38948901.71,1357657.46,463677.40130952385
2959,Osgood Bank,58018,88,38842700.0,1328219.0,441394.3181818182
1920,FirstBank Southwest,71585,108,38751177.42,1517763.43,358807.19833333336
309,Bank of Bartlett,66771,124,38670850.13,1623391.09,311861.69459677424
497,Beacon Community Bank,518422,77,38662886.0,1142432.46,502115.4025974026
1133,Cumberland Valley National Bank & Trust Company,27235,88,38605151.64,1335554.06,438694.905
3808,The Citizens Bank,66268,116,38573897.96,1471254.71,332533.6031034483
182,American State Bank,68992,86,38551785.3,1297637.79,448276.5732558139
1911,"First Westroads Bank, Inc",42461,73,38546397.0,1119583.91,528032.8356164383
3178,Premier Bank Minnesota,117020,96,38500209.0,1411670.87,401043.84375
1066,Consumers CU,99071,122,38433388.02,1568723.83,315027.7706557377
4342,Union Bank,35975,84,38371980.0,1237155.3,456809.28571428574
1539,First Chatham Bank,250423,106,38360800.0,1444622.0,361894.3396226415
4272,Trenton Business Assistance Corporation,445196,149,38291890.5,1914594.52,256992.55369127516
2834,North Easton Savings Bank,33192,97,38228317.98,1442662.01,394106.370927835
2692,Midwest Bank,39006,84,38107407.52,1278923.52,453659.6133333334
3538,"Spencer Savings Bank, SLA",85804,94,38066168.39,1343770.61,404959.23819148936
4398,United Southern Bank,17736,116,38065599.56,1490532.79,328151.7203448276
3011,Pathways Financial CU,108981,79,38036225.55,1187387.97,481471.20949367085
3365,Saratoga National Bank and Trust Company,112475,92,38029391.0,1386511.61,413362.9456521739
139,American Bank of Missouri,41755,90,37981710.0,1337348.5,422019.0
745,Charter Bank,69244,59,37958306.15,1069950.26,643361.1211864407
1603,First Federal Bank of Louisiana,87163,99,37933018.75,1346893.33,383161.80555555556
1956,Fortifi Bank,75640,89,37927741.71,1260599.09,426154.40123595507
1538,"First Century Bank, National Association",256648,48,37899061.81,1018063.15,789563.7877083333
3125,Pinnacle Bank-Wyoming,77248,111,37858717.53,1507406.23,341069.5272972973
1324,FNBC Bank and Trust,22839,71,37816472.5,1156072.28,532626.3732394367
1690,First National Bank Texas,70553,119,37801489.9,1547657.87,317659.57899159665
2809,"New Peoples Bank, Inc.",123348,99,37618573.65,1430358.84,379985.5924242424
877,City State Bank,25318,75,37532301.95,1291303.02,500430.6926666667
145,"American Bank, National Association",72071,86,37498500.0,1344461.0,436029.06976744183
866,Citizens Trust Bank,17851,77,37425611.82,1284107.71,486046.90675324673
3048,Peoples Bank,70847,90,37356667.89,1321725.86,415074.08766666666
4563,Western Heritage Bank,203276,96,37334168.0,1359630.0,388897.5833333333
403,Bank of Ocean City,30804,114,37320231.4,1485376.21,327370.45087719295
4452,Vermillion State Bank,38967,92,37247739.09,1255521.99,404866.72923913045
3323,Rollstone Bank & Trust,32801,78,37211400.0,1270636.0,477069.23076923075
271,BOC Bank,71426,75,37118037.92,1199906.04,494907.1722666667
2681,MidSouth Bank,27,74,37107900.0,1147737.0,501458.1081081081
561,Brighton Bank,72738,98,37042464.0,1381450.14,377984.32653061225
3543,Spring Bank,458219,82,36997754.0,1195418.38,451192.1219512195
2806,New Millennium Bank,124112,74,36957305.9,1218074.27,499423.0527027027
1636,First Harrison Bank,88753,89,36916673.77,1271136.34,414794.0873033708
2749,Mt. McKinley Bank,3498,87,36871992.99,1272790.69,423816.0113793104
3505,"SouthStar Bank, S.S.B.",71468,95,36869101.05,1415892.56,388095.80052631575
1201,Dundee Bank,42041,86,36868944.61,1194866.11,428708.65825581393
2548,M C Bank & Trust Co.,28707,92,36809430.0,1345836.22,400102.5
3144,Planters First Bank,19474,72,36786590.980000004,1057980.24,510924.8747222223
3389,Security Bank & Trust Company,38117,67,36678787.85,1234421.2,547444.5947761195
364,Bank of Hays,25944,84,36669106.0,1212471.3,436536.9761904762
3779,The Bank of South Carolina,110651,91,36620543.0,1272352.87,402423.5494505495
4542,West Shore Bank,36467,88,36596855.45,1306908.29,415873.35738636367
249,Austin County State Bank,448034,82,36573644.97,1187294.02,446020.0606097561
1170,Denali State Bank,3495,91,36560654.53,1314379.96,401765.4343956044
2589,MapleMark Bank,69803,47,36462685.74,1011231.01,775801.8242553192
172,American National Bank-Fox Cities,118346,94,36438015.75,1346131.43,387638.4654255319
3854,The Converse County Bank,77183,46,36413420.46,869276.14,791596.0969565217
4042,The Guilford Savings Bank,16163,88,36404658.78,1223661.91,413689.3043181818
1271,Esquire Bank National Association,444153,77,36257401.05,1273171.14,470875.3383116883
1835,First State Bank,69195,91,36219183.66,1274599.28,398013.0072527472
144,"American Bank, National Association",69654,76,36164500.0,1305859.0,475848.6842105263
3714,Texas Community Bank,71913,108,36153423.82,1397887.62,334753.92425925925
1695,First National Bank and Trust Company,59300,66,36089328.16,1103345.91,546808.0024242423
1876,"First State Bank of St. Charles, Missouri",41271,89,35956655.87,1206099.77,404007.36932584265
3835,The City National Bank of Metropolis,21960,61,35951498.7,1033120.86,589368.8311475411
4152,The Port Washington State Bank,76676,82,35938194.28,1191629.65,438270.66195121955
2598,Marion County State Bank,25371,64,35926890.96,953698.75,561357.67125
2114,Greylock FCU,98464,71,35921439.0,1038381.33,505935.76056338026
3945,The First National Bank of Carmi,20416,82,35907969.0,1209775.29,437902.06097560975
2504,Liberty National Bank,58921,81,35877559.68,1257071.53,442932.83555555553
781,Citizens Bank,76551,104,35821722.56,1380327.42,344439.64
3244,Range Bank,36168,82,35770800.5,1161909.88,436229.2743902439
4589,Wilson & Muir Bank & Trust Company,26787,94,35726438.88,1360294.81,380068.4987234043
1562,First Community Bank,71849,76,35710810.14,1174790.14,469879.08078947366
3273,Relyance Bank,4672,92,35704400.0,1367984.0,388091.3043478261
4305,Trustco Bank,89116,111,35700500.0,1438159.0,321626.12612612615
650,Capitol Bank,119487,73,35645034.98,1155462.41,488288.15041095886
4254,Town & Country Bank,256812,59,35624400.0,1037544.0,603803.3898305085
651,Capitol Federal Savings Bank,78119,92,35511107.0,1334792.09,385990.29347826086
1810,First Southern Bank,119671,59,35496233.84,955188.77,601631.0820338983
2073,Grand Savings Bank,90222,76,35489050.25,1271907.71,466961.1875
2256,Hometown National Bank,21632,88,35423138.36,1265398.76,402535.66318181815
1696,First National Bank and Trust Company of Ardmore,58745,83,35416912.93,1203998.61,426709.7943373494
709,Central Bank Illinois,21421,67,35410637.14,1144818.27,528516.972238806
1965,Fourth Capital Bank,517294,80,35410486.04,1162957.04,442631.0755
3943,The First National Bank of Bemidji,36643,72,35333711.05,1172364.35,490745.9868055555
4559,"Western Bank, Artesia, New Mexico",45726,65,35319231.67,1159718.81,543372.794923077
780,Citizens Bank,70546,88,35269621.06,1311995.62,400791.14840909094
2480,Legacy National Bank,434010,94,35156204.55,1346595.75,374002.17606382974
3833,The Citizens State Bank of Ouray,15674,63,35135748.38,1125517.25,557710.2917460318
3891,The Farmers National Bank of Danville,26960,74,35096408.0,1118031.4,474275.7837837838
2663,Mi Bank,525601,79,35074101.39,1273206.22,443975.9669620253
163,American Heritage National Bank,38326,63,35005169.15,1030344.15,555637.6055555556
3270,Reliance Savings Bank d/b/a Reliance Bank,86158,73,34953413.42,1123294.9,478813.8824657535
2704,Millennium Bank,124053,78,34851140.63,1223270.51,446809.4952564103
4239,Tioga-Franklin Savings Bank,89131,82,34832311.95,1214105.04,424784.29207317077
4579,"Whitaker Bank, Inc",26908,84,34819520.4,1195001.62,414518.1
3154,Pointbank,71596,94,34778705.0,1276368.07,369986.22340425535
2532,"Lone Star Capital Bank, National Association",123898,97,34742946.94,1338712.83,358174.71072164946
2105,Greenfield Banking Company,23190,78,34729710.71,1168158.55,445252.70141025644
3698,Telhio CU Inc,102811,98,34725014.58,1314458.87,354336.8834693877
1286,Exchange Bank,42198,80,34695622.83,1073664.31,433695.285375
1358,Farmers & Merchants Bank,57802,96,34588479.6,1288995.74,360296.66250000003
3093,PeoplesSouth Bank,19243,68,34493959.0,1049452.87,507264.10294117645
582,Business Development Corporation of South Carolina,188517,92,34444225.0,1260998.71,374393.75
4390,United Mississippi Bank,39638,66,34378480.0,1179492.4,520886.0606060606
266,BLC Community Bank,76088,81,34370800.0,1165012.0,424330.86419753084
4612,Worthington Bank,292445,86,34289300.0,1292945.0,398712.79069767444
1808,First Southern Bank,21898,68,34252673.0,1068140.93,503715.7794117647
1807,First Southern Bank,19624,84,34237037.07,1170115.37,407583.77464285714
3,1st Bank Yuma,233059,79,34115400.0,1103514.0,431840.5063291139
4338,UniBank,444401,53,34089367.0,880818.1900000001,643195.6037735849
2410,KeyPoint CU,109526,58,34085376.84,982891.61,587678.9110344828
2837,North Shore Bank,79978,95,34070070.98,1270625.33,358632.32610526314
158,American Federal Bank,81371,64,34039293.42,937249.97,531863.9596875
1235,Edison National Bank,122097,93,33973357.02,1314299.44,365304.91419354844
3158,Pony Express Bank,40173,68,33898677.52,1166242.32,498509.9635294118
2208,High Plains Bank,15422,91,33786556.96,1272222.5,371280.84571428574
4492,Washington Financial Bank,81974,45,33723747.85,801022.55,749416.618888889
2759,NBKC Bank,123532,74,33399590.0,1084782.6,451345.8108108108
695,CenterBank,124319,100,33384015.94,1311350.79,333840.1594
2904,Oakwood Bank,71538,51,33379765.68,991314.9,654505.2094117648
1641,"First Hope Bank, A National Banking Association",43706,84,33362788.22,1207598.01,397176.0502380952
2624,Mechanics & Farmers Bank,50708,58,33347200.0,1095114.0,574951.724137931
1162,Decorah Bank & Trust Company,24832,59,33344046.91,927774.13,565153.3374576272
71,AgChoice ACA,472693,57,33327777.79,905425.4,584697.8559649122
2257,Honor Bank,35331,81,33301537.77,1250280.8,411130.09592592594
2476,Legacy Bank,25772,75,33279570.38,1198413.89,443727.60506666667
542,Border Bank,52775,100,33278711.57,1309442.83,332787.1157
1495,First Bank,25557,60,33195055.61,948081.61,553250.9268333333
2317,Interaudi Bank,47612,58,33158482.330000002,978351.0700000001,571697.9712068966
2244,HomeTown Bank,88597,60,33151176.0,1054915.24,552519.6
3525,SouthernTrust Bank,434565,78,33122002.69,1232671.49,424641.06012820516
2482,Legence Bank,21312,67,33028080.17,1015909.77,492956.4204477612
1374,Farmers Bank & Trust,25645,85,32965473.0,1253411.81,387829.09411764704
734,Century Next Bank,82860,62,32961905.7,1016805.4,531643.6403225806
2541,Loyal Trust Bank,527106,90,32951763.0,1256291.45,366130.7
4408,Unity National Bank of Houston,70258,71,32866644.0,1169033.32,462910.4788732394
1044,Community State Bank,24553,77,32859770.64,1119916.32,426750.26805194805
1681,First National Bank & Trust Co,35372,71,32821650.0,922941.5,462276.76056338026
3195,Primesouth Bank,19128,68,32807628.9,1173207.52,482465.13088235294
4611,"World Trade Finance,  Inc.",204754,44,32794757.1,940954.16,745335.3886363637
2858,Northern CU,101727,68,32736036.82,1083313.19,481412.3061764706
1507,First Bank Chicago,21519,75,32734034.0,1202613.3,436453.7866666667
3148,Platte Valley Bank,42366,84,32701165.87,1224291.66,389299.5936904762
922,Columbia Community CU,107714,74,32695333.0,1063310.17,441828.8243243243
2304,Infinity Bank,518835,57,32677506.5,1110355.77,573289.5877192982
3366,Sauk Valley Bank & Trust Company,124000,68,32657775.56,1055892.54,480261.40529411763
1680,First National Bank,73069,82,32615500.84,1148565.24,397750.01024390245
2876,Northwest Bank & Trust Company,24824,70,32612711.23,999408.54,465895.8747142857
1262,Enterprise Bank,117161,71,32595323.32,1065670.85,459089.0608450704
3709,Texas Bank,69112,82,32557799.49,1159559.84,397046.3352439024
890,"Clear Mountain Bank, Inc.",74988,70,32490200.97,1177838.1,464145.72814285714
1174,Desert Financial CU,91239,86,32233508.97,1157771.39,374808.2438372093
1063,Connection Bank,25013,56,32210230.0,1016117.5,575182.6785714285
1762,First Northern Bank of Wyoming,77111,77,32173281.79,1146618.72,417834.8284415584
246,AuburnBank,44,84,32144200.0,1183582.0,382669.04761904763
4149,The Plains State Bank,26348,68,32024939.2,1118328.22,470954.9882352941
2452,Lakeside Bank,71683,61,32023118.72,1058054.7,524969.1593442623
3954,The First National Bank of Elmer,43228,70,31987504.75,1153861.42,456964.35357142857
4388,"United Midwest Savings Bank, National Association",85712,84,31980873.5,1213655.45,380724.6845238095
865,Citizens Tri-County Bank,66933,77,31978317.67,1200072.84,415302.8268831169
589,CB&S Bank,3228,81,31940721.85,1202669.86,394329.89938271604
710,Central Bank of Kansas City,40703,66,31916630.36,1078261.28,483585.3084848485
268,"BMW Bank of North America, Inc.",124203,25,31902617.0,615921.98,1276104.68
3174,Premier Bank,42613,66,31892594.54,1042281.56,483221.1293939394
4501,"WaterStone Bank, SSB",79567,87,31870953.08,1184195.63,366332.79402298847
1847,First State Bank & Trust,52990,66,31857084.6,1024045.49,482683.10000000003
4096,The National Bank of Coxsackie,47160,82,31775519.0,1237665.95,387506.3292682927
4504,Watermark Bank,524524,58,31774132.09,1061171.33,547829.8636206896
3568,State Bank,22872,78,31774061.38,1203569.77,407359.7612820513
3018,Peach State Bank and Trust,434107,88,31713354.18,1178990.58,360379.0247727273
757,Chickasaw Community Bank,58879,68,31679376.5,1127699.36,465873.1838235294
1914,First-Citizens National Bank,66949,94,31611594.8,1234425.37,336293.5617021277
1781,First Seacoast Bank,82962,87,31607198.0,1223339.34,363301.1264367816
3559,St. Mary's Bank,108686,85,31586000.0,1210248.0,371600.0
4619,Yampa Valley Bank,124296,104,31576848.57,1309009.41,303623.5439423077
509,Benchmark Community Bank,73481,96,31571967.18,1290668.11,328874.658125
1741,First National Bank of Scotia,50241,93,31564090.82,1246896.61,339398.8260215054
4268,TrailWest Bank,41962,71,31541001.52,1150911.2,444239.458028169
3437,Sentry Bank,38828,49,31518172.73,934879.1900000001,643228.0148979592
3057,Peoples Bank and Trust Company,59268,90,31512691.0,1205180.03,350141.0111111111
1996,"Fresno Madera Farm Credit, ACA",528990,59,31458558.16,975423.55,533195.9010169492
897,Clinton Savings Bank,32749,64,31417868.04,1060327.66,490904.188125
3373,Savings Bank of Walpole,43175,75,31379791.75,1168138.53,418397.2233333333
2442,Lake Elmo Bank,38298,95,31377361.0,1241640.6300000001,330288.0105263158
4595,Winter Park National Bank,516066,85,31299152.0,1181009.46,368225.3176470588
3186,"Prestamos CDFI, LLC",188361,73,31170494.61,999802.78,426993.0768493151
3342,SRI FCU,92959,44,31160290.07,854154.67,708188.4106818181
662,Carter Bank & Trust,445435,63,31126310.0,985112.66,494068.4126984127
3710,Texas Bank,71957,69,31109597.05,1017429.45,450863.72536231886
2483,"Legend Bank, National Association",69074,61,31081978.59,1022181.29,509540.6326229508
2283,Idaho Trust Bank,124663,70,30949628.0,1068593.42,442137.54285714286
2045,Gesa CU,107538,68,30859596.83,1069894.34,453817.60044117644
4393,United Prairie Bank,38650,69,30853082.0,1008222.0,447146.115942029
4600,WoodTrust Bank,77051,59,30848218.64,1035733.22,522851.1633898305
603,CNB Bank,45735,59,30803150.76,963846.54,522087.3010169492
2339,Iowa State Bank,25094,49,30792891.05,843111.92,628426.3479591837
4599,Wood & Huston Bank,41109,65,30770474.61,978119.84,473391.91707692307
3286,Ridgewood Savings Bank,49907,48,30698881.0,926252.43,639560.0208333334
3331,Royal CU,108364,95,30669900.0,1199499.0,322841.05263157893
3690,Tandem Bank,526415,105,30598490.7,1272760.95,291414.1971428571
2455,Lakeview Bank,378576,81,30518881.88,1179751.03,376776.31950617285
905,Coastal Carolina National Bank,465420,89,30507628.97,1175184.26,342782.34797752806
4380,United Community Bank of North Dakota,52878,51,30423405.93,963579.16,596537.3711764705
1312,FMS Bank,15509,67,30351788.66,1058570.25,453011.77104477613
3726,"Texas Republic Bank, National Association",71638,59,30296712.0,872907.63,513503.593220339
1001,Community Choice CU,99304,86,30294212.0,1098038.6,352258.27906976745
783,Citizens Bank & Trust,323110,81,30280957.64,1128310.54,373838.9832098766
3269,Reliance Bank,449710,54,30234178.87,1015522.96,559892.2012962963
133,"American Bank & Trust Company, Inc.",124751,57,30198656.02,894535.2,529800.9828070175
858,Citizens State Bank of La Crosse,75723,66,30185695.1,1093053.54,457359.01666666666
89,Alliance Bank,71939,73,30181980.0,1055590.05,413451.7808219178
3023,"Pendleton Community Bank, Inc.",75118,59,30105280.14,943779.92,510258.9854237288
829,Citizens National Bank,69139,71,30060952.5,1108060.63,423393.6971830986
1746,First National Bank of Waterloo,22800,66,30051043.99,977414.16,455318.8483333333
408,Bank of Prairie du Sac,76694,59,30048156.0,1016081.6,509290.77966101695
4546,West Valley National Bank,444981,65,30021055.17,1029538.48,461862.38723076927
4467,Vision Bank,58694,52,30014596.41,1009652.92,577203.7771153846
2629,Mega Bank,453566,38,29943315.4,816527.81,787981.9842105262
1971,Frankenmuth CU,98960,72,29838641.2,1131051.62,414425.5722222222
3775,The Bank of Old Monroe,41186,66,29756764.78,1003240.68,450860.07242424245
4231,Thumb Bank & Trust,36209,63,29742808.61,845309.16,472108.07317460317
1639,First Heritage Bank,25745,52,29725349.69,877293.88,571641.3401923077
4250,Touchstone Bank,73534,86,29704003.24,1160947.95,345395.3865116279
1015,Community First Bank of the Heartland,22874,59,29680977.57,923680.3,503067.41644067795
1703,First National Bank in New Bremen,57929,48,29670468.22,868408.52,618134.7545833333
4361,Unison Bank,52857,44,29664200.0,794488.0,674186.3636363636
2693,Midwest Bank,42595,70,29661870.37,1071976.09,423741.0052857143
2986,Palmetto State Bank,66132,86,29519014.0,1070667.78,343244.3488372093
4229,Three Rivers FCU,96495,79,29499708.87,1123028.8800000001,373414.03632911394
1013,Community First Bank,123984,83,29499604.68,1126883.08,355416.92385542166
3304,RiverWood Bank,78088,62,29487278.22,1013229.07,475601.2616129032
425,Bank of Utica,50298,72,29479723.32,1067617.11,409440.6016666667
2312,Institution for Savings In Newburyport and its Vicinity,33175,86,29460100.0,1180351.0,342559.3023255814
1961,Foundation One Bank,42701,63,29457077.68,917404.45,467572.6615873016
4470,VisionBank of Iowa,25336,73,29440811.79,1018320.02,403298.7916438356
1888,First Texas Bank,70023,93,29437589.65,1215173.48,316533.22204301076
438,Bank of Zachary,29381,65,29404422.68,993578.82,452375.73353846156
2022,Gateway Bank,358512,106,29343626.0,1250060.0,276826.6603773585
